site,crop,strip,transect,dist,date,season,seeds,germ.only.eaten,notes
BAU1F2,corn,N,w,10,3/11/2025,spring,0,,tipped
BAU1F2,corn,N,w,25,3/11/2025,spring,3,,tipped
BAU1F2,corn,N,w,50,3/11/2025,spring,50,,
BAU1F2,corn,N,w,75,3/11/2025,spring,50,,
BAU1F2,corn,N,w,100,3/11/2025,spring,44,,
BAU1F2,corn,N,c,-4.5,3/11/2025,spring,47,,
BAU1F2,corn,N,c,10,3/11/2025,spring,29,,
BAU1F2,corn,N,c,25,3/11/2025,spring,45,,
BAU1F2,corn,N,c,50,3/11/2025,spring,32,,tipped
BAU1F2,corn,N,c,75,3/11/2025,spring,48,,
BAU1F2,corn,N,c,100,3/11/2025,spring,48,,
BAU1F2,corn,N,e,-4.5,3/11/2025,spring,47,,
BAU1F2,corn,N,e,10,3/11/2025,spring,50,,
BAU1F2,corn,N,e,25,3/11/2025,spring,33,,
BAU1F2,corn,N,e,50,3/11/2025,spring,11,,
BAU1F2,corn,N,e,75,3/11/2025,spring,50,,
BAU1F2,corn,N,e,100,3/11/2025,spring,47,,
BAU2F1,soy,N,w,-4.5,3/11/2025,spring,49,,
BAU2F1,soy,N,w,10,3/11/2025,spring,46,1,
BAU2F1,soy,N,w,25,3/11/2025,spring,49,,
BAU2F1,soy,N,w,50,3/11/2025,spring,48,1,
BAU2F1,soy,N,w,75,3/11/2025,spring,48,,
BAU2F1,soy,N,w,100,3/11/2025,spring,21,,
BAU2F1,soy,N,c,-4.5,3/11/2025,spring,49,,
BAU2F1,soy,N,c,10,3/11/2025,spring,49,,
BAU2F1,soy,N,c,25,3/11/2025,spring,50,,
BAU2F1,soy,N,c,50,3/11/2025,spring,49,,
BAU2F1,soy,N,c,75,3/11/2025,spring,50,,
BAU2F1,soy,N,c,100,3/11/2025,spring,19,20,
BAU2F1,soy,N,e,-4.5,3/11/2025,spring,49,,
BAU2F1,soy,N,e,10,3/11/2025,spring,7,39,
BAU2F1,soy,N,e,25,3/11/2025,spring,49,,
BAU2F1,soy,N,e,50,3/11/2025,spring,43,,
BAU2F1,soy,N,e,75,3/11/2025,spring,46,,
BAU2F1,soy,N,e,100,3/11/2025,spring,47,,
BAU1F1,corn,N,c,-4.5,3/11/2025,spring,50,,
BAU1F1,corn,N,c,10,3/11/2025,spring,50,,
BAU1F1,corn,N,c,25,3/11/2025,spring,48,,
BAU1F1,corn,N,c,50,3/11/2025,spring,49,,
BAU1F1,corn,N,c,75,3/11/2025,spring,50,,
BAU1F1,corn,N,c,100,3/11/2025,spring,28,,
BAU1F1,corn,N,w,-4.5,3/11/2025,spring,45,,
BAU1F1,corn,N,w,10,3/11/2025,spring,36,,
BAU1F1,corn,N,w,25,3/11/2025,spring,46,,
BAU1F1,corn,N,w,50,3/11/2025,spring,13,,
BAU1F1,corn,N,w,75,3/11/2025,spring,49,,
BAU1F1,corn,N,w,100,3/11/2025,spring,22,1,
BAU1F1,corn,N,e,-4.5,3/11/2025,spring,47,,
BAU1F1,corn,N,e,10,3/11/2025,spring,50,,
BAU1F1,corn,N,e,25,3/11/2025,spring,49,,
BAU1F1,corn,N,e,50,3/11/2025,spring,30,,
BAU1F1,corn,N,e,75,3/11/2025,spring,48,,
BAU1F1,corn,N,e,100,3/11/2025,spring,1,5,
ASP5F2,soy,Y,c,-4.5,3/11/2025,spring,50,,
ASP5F2,soy,Y,c,10,3/11/2025,spring,50,,
ASP5F2,soy,Y,c,25,3/11/2025,spring,49,,
ASP5F2,soy,Y,c,50,3/11/2025,spring,50,,
ASP5F2,soy,Y,c,75,3/11/2025,spring,50,,
ASP5F2,soy,Y,c,100,3/11/2025,spring,49,,
ASP5F2,soy,Y,w,-4.5,3/11/2025,spring,50,,
ASP5F2,soy,Y,w,10,3/11/2025,spring,50,,
ASP5F2,soy,Y,w,25,3/11/2025,spring,50,,
ASP5F2,soy,Y,w,50,3/11/2025,spring,50,,
ASP5F2,soy,Y,w,75,3/11/2025,spring,50,,
ASP5F2,soy,Y,w,100,3/11/2025,spring,50,,
ASP5F2,soy,Y,e,-4.5,3/11/2025,spring,50,,
ASP5F2,soy,Y,e,10,3/11/2025,spring,0,tipped,
ASP5F2,soy,Y,e,25,3/11/2025,spring,38,,
ASP5F2,soy,Y,e,50,3/11/2025,spring,50,,
ASP5F2,soy,Y,e,75,3/11/2025,spring,50,,
ASP5F2,soy,Y,e,100,3/11/2025,spring,50,,
ASP5F1,soy,Y,w,-4.5,3/11/2025,spring,46,,
ASP5F1,soy,Y,w,10,3/11/2025,spring,50,,
ASP5F1,soy,Y,w,25,3/11/2025,spring,49,,
ASP5F1,soy,Y,w,50,3/11/2025,spring,50,,
ASP5F1,soy,Y,w,75,3/11/2025,spring,50,,
ASP5F1,soy,Y,w,100,3/11/2025,spring,50,,
ASP5F1,soy,Y,c,-4.5,3/11/2025,spring,47,,
ASP5F1,soy,Y,c,10,3/11/2025,spring,50,,
ASP5F1,soy,Y,c,25,3/11/2025,spring,48,,
ASP5F1,soy,Y,c,50,3/11/2025,spring,14,22,
ASP5F1,soy,Y,c,75,3/11/2025,spring,49,,
ASP5F1,soy,Y,c,100,3/11/2025,spring,50,,
ASP5F1,soy,Y,e,-4.5,3/11/2025,spring,50,,
ASP5F1,soy,Y,e,10,3/11/2025,spring,50,,
ASP5F1,soy,Y,e,25,3/11/2025,spring,47,,
ASP5F1,soy,Y,e,50,3/11/2025,spring,14,11,
ASP5F1,soy,Y,e,75,3/11/2025,spring,46,,
ASP5F1,soy,Y,e,100,3/11/2025,spring,48,,
ASP4F2,corn,Y,c,-4.5,3/11/2025,spring,0,,
ASP4F2,corn,Y,c,10,3/11/2025,spring,50,,
ASP4F2,corn,Y,c,25,3/11/2025,spring,50,,
ASP4F2,corn,Y,c,50,3/11/2025,spring,21,29,
ASP4F2,corn,Y,c,75,3/11/2025,spring,47,,
ASP4F2,corn,Y,e,-4.5,3/11/2025,spring,0,,
ASP4F2,corn,Y,e,10,3/11/2025,spring,50,,
ASP4F2,corn,Y,e,25,3/11/2025,spring,49,,
ASP4F2,corn,Y,e,50,3/11/2025,spring,50,,
ASP4F2,corn,Y,e,75,3/11/2025,spring,43,,
ASP4F2,corn,Y,w,-4.5,3/11/2025,spring,0,,
ASP4F2,corn,Y,w,10,3/11/2025,spring,50,,
ASP4F2,corn,Y,w,25,3/11/2025,spring,49,1,
ASP4F2,corn,Y,w,50,3/11/2025,spring,39,,
ASP4F2,corn,Y,w,75,3/11/2025,spring,43,5,
ASP5F2,soy,Y,c,-4.5,3/6/2025,spring,50,,
ASP5F2,soy,Y,c,10,3/6/2025,spring,50,,
ASP5F2,soy,Y,c,25,3/6/2025,spring,50,,
ASP5F2,soy,Y,c,50,3/6/2025,spring,50,,
ASP5F2,soy,Y,c,100,3/6/2025,spring,50,,
ASP5F2,soy,Y,e,-4.5,3/6/2025,spring,50,,
ASP5F2,soy,Y,e,10,3/6/2025,spring,50,,
ASP5F2,soy,Y,e,25,3/6/2025,spring,50,,
ASP5F2,soy,Y,e,50,3/6/2025,spring,50,,
ASP5F2,soy,Y,e,100,3/6/2025,spring,50,,
ASP5F2,soy,Y,w,-4.5,3/6/2025,spring,50,,
ASP5F2,soy,Y,w,10,3/6/2025,spring,50,,
ASP5F2,soy,Y,w,25,3/6/2025,spring,50,,
ASP5F2,soy,Y,w,50,3/6/2025,spring,50,,
ASP5F2,soy,Y,w,100,3/6/2025,spring,50,,
BAU2F2,soy,N,c,-4.5,3/6/2025,spring,41,4,
BAU2F2,soy,N,c,10,3/6/2025,spring,43,1,
BAU2F2,soy,N,c,25,3/6/2025,spring,50,,
BAU2F2,soy,N,c,50,3/6/2025,spring,33,1,
BAU2F2,soy,N,c,100,3/6/2025,spring,1,,
BAU2F2,soy,N,n,-4.5,3/6/2025,spring,44,,
BAU2F2,soy,N,n,10,3/6/2025,spring,48,2,
BAU2F2,soy,N,n,25,3/6/2025,spring,50,,
BAU2F2,soy,N,n,50,3/6/2025,spring,12,7,
BAU2F2,soy,N,n,100,3/6/2025,spring,0,,
BAU2F2,soy,N,s,-4.5,3/6/2025,spring,42,4,
BAU2F2,soy,N,s,10,3/6/2025,spring,50,,
BAU2F2,soy,N,s,25,3/6/2025,spring,27,13,
BAU2F2,soy,N,s,50,3/6/2025,spring,25,9,
BAU2F2,soy,N,s,100,3/6/2025,spring,0,,
ASP4F1,corn,Y,n,-4.5,3/6/2025,spring,49,,
ASP4F1,corn,Y,n,10,3/6/2025,spring,49,1,
ASP4F1,corn,Y,n,25,3/6/2025,spring,50,,
ASP4F1,corn,Y,n,50,3/6/2025,spring,50,,
ASP4F1,corn,Y,n,100,3/6/2025,spring,49,,
ASP4F1,corn,Y,s,-4.5,3/6/2025,spring,50,,
ASP4F1,corn,Y,s,10,3/6/2025,spring,50,,
ASP4F1,corn,Y,s,25,3/6/2025,spring,50,,
ASP4F1,corn,Y,s,50,3/6/2025,spring,50,,
ASP4F1,corn,Y,s,100,3/6/2025,spring,50,,
ASP4F1,corn,Y,c,-4.5,3/6/2025,spring,49,,
ASP4F1,corn,Y,c,10,3/6/2025,spring,50,,
ASP4F1,corn,Y,c,25,3/6/2025,spring,50,,
ASP4F1,corn,Y,c,50,3/6/2025,spring,50,,
ASP4F1,corn,Y,c,100,3/6/2025,spring,50,,
ASP5F1,soy,Y,w,-4.5,3/6/2025,spring,21,15,
ASP5F1,soy,Y,w,10,3/6/2025,spring,11,36,
ASP5F1,soy,Y,w,25,3/6/2025,spring,5,,
ASP5F1,soy,Y,w,50,3/6/2025,spring,50,,
ASP5F1,soy,Y,w,100,3/6/2025,spring,0,,tipped
ASP5F1,soy,Y,c,-4.5,3/6/2025,spring,48,1,
ASP5F1,soy,Y,c,10,3/6/2025,spring,24,26,
ASP5F1,soy,Y,c,25,3/6/2025,spring,0,,
ASP5F1,soy,Y,c,50,3/6/2025,spring,48,,
ASP5F1,soy,Y,c,100,3/6/2025,spring,50,,
ASP5F1,soy,Y,e,-4.5,3/6/2025,spring,50,,
ASP5F1,soy,Y,e,10,3/6/2025,spring,32,14,
ASP5F1,soy,Y,e,25,3/6/2025,spring,50,,
ASP5F1,soy,Y,e,50,3/6/2025,spring,48,,
ASP5F1,soy,Y,e,100,3/6/2025,spring,49,,
BAU1F2,corn,N,w,-4.5,3/6/2025,spring,14,,
BAU1F2,corn,N,w,10,3/6/2025,spring,45,,
BAU1F2,corn,N,w,25,3/6/2025,spring,42,,
BAU1F2,corn,N,w,50,3/6/2025,spring,47,,
BAU1F2,corn,N,w,100,3/6/2025,spring,44,,
BAU1F2,corn,N,c,-4.5,3/6/2025,spring,23,,
BAU1F2,corn,N,c,10,3/6/2025,spring,47,,
BAU1F2,corn,N,c,25,3/6/2025,spring,50,,
BAU1F2,corn,N,c,50,3/6/2025,spring,0,,tipped
BAU1F2,corn,N,c,100,3/6/2025,spring,0,,tipped
BAU1F2,corn,N,e,-4.5,3/6/2025,spring,50,,
BAU1F2,corn,N,e,10,3/6/2025,spring,48,,
BAU1F2,corn,N,e,25,3/6/2025,spring,31,,
BAU1F2,corn,N,e,50,3/6/2025,spring,50,,
BAU1F2,corn,N,e,100,3/6/2025,spring,48,,
BAU1F1,corn,N,w,-4.5,3/6/2025,spring,0,,
BAU1F1,corn,N,w,10,3/6/2025,spring,8,,
BAU1F1,corn,N,w,25,3/6/2025,spring,6,17,
BAU1F1,corn,N,w,50,3/6/2025,spring,3,,
BAU1F1,corn,N,w,100,3/6/2025,spring,15,,
BAU1F1,corn,N,e,-4.5,3/6/2025,spring,10,,
BAU1F1,corn,N,e,10,3/6/2025,spring,32,,
BAU1F1,corn,N,e,25,3/6/2025,spring,19,,
BAU1F1,corn,N,e,50,3/6/2025,spring,0,,
BAU1F1,corn,N,e,100,3/6/2025,spring,2,3,
BAU1F1,corn,N,c,-4.5,3/6/2025,spring,23,2,
BAU1F1,corn,N,c,10,3/6/2025,spring,1,,
BAU1F1,corn,N,c,25,3/6/2025,spring,24,1,
BAU1F1,corn,N,c,50,3/6/2025,spring,0,,tipped
BAU1F1,corn,N,c,100,3/6/2025,spring,0,,
